sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
He is rude. She too is rude.,courteous-rude,n,mm,n,mf,5.831356049,6.772392273,117.4246292,32.40356064
He is courteous. She too is rude.,courteous-rude,n,pm,n,mf,17.86872101,13.54580259,137.9674988,41.58588791
He is rude. She too is courteous.,courteous-rude,n,mp,n,mf,17.16100311,12.76320457,140.2368469,39.97646332
He is not courteous. She too is courteous.,courteous-rude,n,pp,y,mf,12.12361145,9.410326004,134.2564697,42.61632538
He is not rude. She too is rude.,courteous-rude,n,mm,y,mf,17.70577621,18.41340637,122.0041351,40.07373047
He is not courteous. She too is rude.,courteous-rude,n,pm,y,mf,12.37515259,20.11167812,127.8347168,41.7555542
He is not rude. She too is courteous.,courteous-rude,n,mp,y,mf,12.25278091,19.31024647,131.818512,41.44794846
She is courteous. He too is courteous.,courteous-rude,n,pp,n,fm,2.595882416,4.592540741,121.9364166,36.20468903
She is rude. He too is rude.,courteous-rude,n,mm,n,fm,6.237197876,6.013129234,109.6715698,32.49681091
She is courteous. He too is rude.,courteous-rude,n,pm,n,fm,17.81180954,12.42081881,129.2512817,41.16401291
She is rude. He too is courteous.,courteous-rude,n,mp,n,fm,17.4835701,14.32911205,128.4128418,40.07375336
She is not courteous. He too is courteous.,courteous-rude,n,pp,y,fm,12.96712112,8.433718681,131.3152313,41.44947433
She is not rude. He too is rude.,courteous-rude,n,mm,y,fm,16.83083344,16.87060738,96.27508545,39.92989349
She is not courteous. He too is rude.,courteous-rude,n,pm,y,fm,12.73429489,17.79314423,127.4752197,40.71696091
She is not rude. He too is courteous.,courteous-rude,n,mp,y,fm,13.41828156,19.02617836,122.3163376,41.78949738
He is courteous. She too is courteous.,courteous-discourteous,y,pp,n,mf,2.946250916,5.110100746,131.6550598,37.49917603
He is discourteous. She too is discourteous.,courteous-discourteous,y,mm,n,mf,4.031715393,5.627753258,199.6714783,40.68387222
He is courteous. She too is discourteous.,courteous-discourteous,y,pm,n,mf,19.50929642,6.841059685,161.5530243,45.66758347
He is discourteous. She too is courteous.,courteous-discourteous,y,mp,n,mf,17.27793884,7.558229446,161.9667969,41.53271484
He is not courteous. She too is courteous.,courteous-discourteous,y,pp,y,mf,12.12361145,9.410326004,134.2564697,42.61632538
He is not discourteous. She too is discourteous.,courteous-discourteous,y,mm,y,mf,11.85409927,9.928308487,205.6876831,46.93938065
He is not courteous. She too is discourteous.,courteous-discourteous,y,pm,y,mf,11.41644287,14.42725182,159.4128265,46.63692474
He is not discourteous. She too is courteous.,courteous-discourteous,y,mp,y,mf,15.43589783,13.86554909,180.5452728,44.48391342
She is courteous. He too is courteous.,courteous-discourteous,y,pp,n,fm,2.595882416,4.592540741,121.9364166,36.20468903
She is discourteous. He too is discourteous.,courteous-discourteous,y,mm,n,fm,3.780292511,5.044319153,194.2172394,40.63086319
She is courteous. He too is discourteous.,courteous-discourteous,y,pm,n,fm,18.68330765,6.282188416,163.6890717,45.00553131
She is discourteous. He too is courteous.,courteous-discourteous,y,mp,n,fm,16.93244171,7.18289566,160.6481781,41.49669266
She is not courteous. He too is courteous.,courteous-discourteous,y,pp,y,fm,12.96712112,8.433718681,131.3152313,41.44947433
She is not discourteous. He too is discourteous.,courteous-discourteous,y,mm,y,fm,12.61922073,9.064105034,199.9595642,46.7579689
She is not courteous. He too is discourteous.,courteous-discourteous,y,pm,y,fm,11.80631256,13.73880863,165.3735504,45.55202103
She is not discourteous. He too is courteous.,courteous-discourteous,y,mp,y,fm,15.69514084,13.25436497,181.4628448,44.41511536
He is useful. She too is useful.,useful-useless,-,pp,n,mf,4.484897614,9.534050941,129.5963135,35.3603096
He is useless. She too is useless.,useful-useless,-,mm,n,mf,5.26971817,7.009344101,113.8217163,31.31503487
He is useful. She too is useless.,useful-useless,-,pm,n,mf,19.35397339,16.90175581,132.0405121,37.97885513
He is useless. She too is useful.,useful-useless,-,mp,n,mf,17.67148209,17.28986645,131.5725098,36.35333633
He is not useful. She too is useful.,useful-useless,-,pp,y,mf,19.7087822,17.61485004,128.5375671,37.94712067
He is not useless. She too is useless.,useful-useless,-,mm,y,mf,14.21515274,13.30260658,113.1060333,38.23602676
He is not useful. She too is useless.,useful-useless,-,pm,y,mf,12.10684586,14.14005184,129.354126,36.87084198
He is not useless. She too is useful.,useful-useless,-,mp,y,mf,16.27822495,16.56289005,123.6984177,38.03867722
She is useful. He too is useful.,useful-useless,-,pp,n,fm,4.816890717,8.014562607,125.9972992,34.09085083
She is useless. He too is useless.,useful-useless,-,mm,n,fm,6.250335693,6.016114235,113.7110596,31.25025749
She is useful. He too is useless.,useful-useless,-,pm,n,fm,17.99988556,15.20523262,132.0387268,36.97136688
She is useless. He too is useful.,useful-useless,-,mp,n,fm,16.80193329,17.5915494,125.5740509,36.56763458
She is not useful. He too is useful.,useful-useless,-,pp,y,fm,18.29833984,16.36356735,122.6903687,37.167202
She is not useless. He too is useless.,useful-useless,-,mm,y,fm,14.07782364,11.69971943,111.3472595,38.66775513
She is not useful. He too is useless.,useful-useless,-,pm,y,fm,13.10639191,12.71563911,127.5384903,35.85279083
She is not useless. He too is useful.,useful-useless,-,mp,y,fm,15.76734924,15.75998974,115.3869781,39.24145126
He is fair. She too is fair.,fair-unfair,y,pp,n,mf,7.342926025,7.215654373,98.09434509,32.07013702
He is unfair. She too is unfair.,fair-unfair,y,mm,n,mf,6.754238129,9.766598701,106.353363,36.1996727
He is fair. She too is unfair.,fair-unfair,y,pm,n,mf,17.00770569,16.89935875,111.4402466,38.08426666
He is unfair. She too is fair.,fair-unfair,y,mp,n,mf,17.54927826,16.59452391,106.6927185,36.89704132
He is not fair. She too is fair.,fair-unfair,y,pp,y,mf,15.94839096,10.68463326,107.6892242,36.58348846
He is not unfair. She too is unfair.,fair-unfair,y,mm,y,mf,12.86135483,19.92897272,101.7647247,42.89704132
He is not fair. She too is unfair.,fair-unfair,y,pm,y,mf,11.99510956,14.98284531,116.6127167,38.47772598
He is not unfair. She too is fair.,fair-unfair,y,mp,y,mf,16.15901184,18.34360456,109.1732254,41.04850769
She is fair. He too is fair.,fair-unfair,y,pp,n,fm,8.121772766,7.04609108,105.9294586,30.98343849
She is unfair. He too is unfair.,fair-unfair,y,mm,n,fm,7.66469574,8.75551033,117.3437805,35.8602562
She is fair. He too is unfair.,fair-unfair,y,pm,n,fm,14.46241379,16.518116,99.97973633,36.8858223
She is unfair. He too is fair.,fair-unfair,y,mp,n,fm,17.44377136,16.04458618,108.094101,37.014328
She is not fair. He too is fair.,fair-unfair,y,pp,y,fm,16.04031372,9.790663719,97.51953125,36.39841843
She is not unfair. He too is unfair.,fair-unfair,y,mm,y,fm,12.85889435,17.01456261,104.3320541,42.02231598
She is not fair. He too is unfair.,fair-unfair,y,pm,y,fm,12.18854523,13.34971046,99.99926758,38.04057693
She is not unfair. He too is fair.,fair-unfair,y,mp,y,fm,16.89268112,16.14674568,108.9369507,40.72592545
He is just. She too is just.,just-unjust,y,pp,n,mf,6.64528656,8.134641647,96.67390442,33.46142578
He is unjust. She too is unjust.,just-unjust,y,mm,n,mf,5.488689423,7.895283699,116.7963486,33.58849335
He is just. She too is unjust.,just-unjust,y,pm,n,mf,19.91267014,18.18856335,122.6764603,42.0777626
He is unjust. She too is just.,just-unjust,y,mp,n,mf,18.68775558,19.00603008,127.3313446,36.39484787
He is not just. She too is just.,just-unjust,y,pp,y,mf,13.50022125,14.51785469,111.8031616,38.82743073
He is not unjust. She too is unjust.,just-unjust,y,mm,y,mf,12.27845383,9.641430855,109.6573715,39.78275299
He is not just. She too is unjust.,just-unjust,y,pm,y,mf,15.88167572,21.6400671,105.2387543,43.7682457
He is not unjust. She too is just.,just-unjust,y,mp,y,mf,17.16771698,21.89752293,118.3127518,39.49351883
She is just. He too is just.,just-unjust,y,pp,n,fm,7.827842712,8.015955925,93.43939209,32.85669708
She is unjust. He too is unjust.,just-unjust,y,mm,n,fm,5.661846161,6.934592247,123.6495743,34.49200058
She is just. He too is unjust.,just-unjust,y,pm,n,fm,21.8954277,18.73184156,120.9184418,41.27611542
She is unjust. He too is just.,just-unjust,y,mp,n,fm,19.72571182,18.71070719,125.0811386,37.24488831
She is not just. He too is just.,just-unjust,y,pp,y,fm,14.2519989,14.0566988,97.35836792,38.71208572
She is not unjust. He too is unjust.,just-unjust,y,mm,y,fm,13.76815796,8.259455681,108.4756927,39.69668579
She is not just. He too is unjust.,just-unjust,y,pm,y,fm,17.71520233,22.32652617,98.2833252,43.5424881
She is not unjust. He too is just.,just-unjust,y,mp,y,fm,20.10721207,20.84619904,126.2330017,39.68632889
He is attractive. She too is attractive.,attractive-unattractive,y,pp,n,mf,3.622047424,8.078603745,123.9173889,30.29353714
He is unattractive. She too is unattractive.,attractive-unattractive,y,mm,n,mf,4.173942566,5.067557335,193.250473,32.01593018
He is attractive. She too is unattractive.,attractive-unattractive,y,pm,n,mf,11.39720154,8.479854584,153.5264587,36.54891586
He is unattractive. She too is attractive.,attractive-unattractive,y,mp,n,mf,7.42956543,8.627298355,161.7485352,33.59512329
He is not attractive. She too is attractive.,attractive-unattractive,y,pp,y,mf,17.25320435,13.33014393,118.1423416,34.84226227
He is not unattractive. She too is unattractive.,attractive-unattractive,y,mm,y,mf,10.16291428,8.658764839,196.2261353,38.82411957
He is not attractive. She too is unattractive.,attractive-unattractive,y,pm,y,mf,7.237255096,15.20360184,160.4244843,36.82705688
He is not unattractive. She too is attractive.,attractive-unattractive,y,mp,y,mf,7.979839325,14.36639023,176.6242523,35.29669571
She is attractive. He too is attractive.,attractive-unattractive,y,pp,n,fm,3.241195679,6.920351028,113.6874084,30.97563171
She is unattractive. He too is unattractive.,attractive-unattractive,y,mm,n,fm,4.168979645,4.05961132,187.1698608,33.33261871
She is attractive. He too is unattractive.,attractive-unattractive,y,pm,n,fm,9.523273468,8.823394775,161.7169037,36.99078369
She is unattractive. He too is attractive.,attractive-unattractive,y,mp,n,fm,7.141563416,8.543619156,157.9097443,34.85946655
She is not attractive. He too is attractive.,attractive-unattractive,y,pp,y,fm,14.49782944,12.26833916,98.83192444,35.72355652
She is not unattractive. He too is unattractive.,attractive-unattractive,y,mm,y,fm,9.853271484,7.510652542,184.1881104,39.99448013
She is not attractive. He too is unattractive.,attractive-unattractive,y,pm,y,fm,8.043392181,16.25435925,158.7587585,37.50759888
She is not unattractive. He too is attractive.,attractive-unattractive,y,mp,y,fm,8.48235321,14.64633465,172.4469299,37.26934052
He is beautiful. She too is beautiful.,beautiful-ugly,n,pp,n,mf,5.195487976,8.580599785,127.1394424,27.19605255
He is ugly. She too is ugly.,beautiful-ugly,n,mm,n,mf,7.138484955,6.698287964,114.1731796,30.8272438
He is beautiful. She too is ugly.,beautiful-ugly,n,pm,n,mf,24.5062561,16.77150869,126.4704437,33.90632248
He is ugly. She too is beautiful.,beautiful-ugly,n,mp,n,mf,23.32852554,14.48234272,129.0027008,33.72771072
He is not beautiful. She too is beautiful.,beautiful-ugly,n,pp,y,mf,19.76874542,15.51254654,110.512146,33.06350708
He is not ugly. She too is ugly.,beautiful-ugly,n,mm,y,mf,16.13402557,12.16496372,115.7553787,37.45539474
He is not beautiful. She too is ugly.,beautiful-ugly,n,pm,y,mf,18.76730347,16.08226204,129.9796753,35.08494186
He is not ugly. She too is beautiful.,beautiful-ugly,n,mp,y,mf,19.97399139,14.45096636,130.5893707,35.11271286
She is beautiful. He too is beautiful.,beautiful-ugly,n,pp,n,fm,3.930641174,6.616150856,108.2398376,28.60852432
She is ugly. He too is ugly.,beautiful-ugly,n,mm,n,fm,7.964130402,5.710978508,120.9287872,30.87498093
She is beautiful. He too is ugly.,beautiful-ugly,n,pm,n,fm,19.18223953,12.12797451,135.2402039,34.68995285
She is ugly. He too is beautiful.,beautiful-ugly,n,mp,n,fm,25.93350601,16.35233021,108.9381027,34.40767288
She is not beautiful. He too is beautiful.,beautiful-ugly,n,pp,y,fm,17.94893265,12.89156628,116.8541946,35.44541168
She is not ugly. He too is ugly.,beautiful-ugly,n,mm,y,fm,15.80926514,10.70193291,111.588028,37.80500793
She is not beautiful. He too is ugly.,beautiful-ugly,n,pm,y,fm,20.32155609,13.58902264,131.8506622,36.56066895
She is not ugly. He too is beautiful.,beautiful-ugly,n,mp,y,fm,20.26010132,15.23011208,124.4184799,36.89313507
He is pretty. She too is pretty.,pretty-ugly,n,pp,n,mf,4.857540131,9.036863327,107.1559143,30.93305588
He is ugly. She too is ugly.,pretty-ugly,n,mm,n,mf,7.138484955,6.698287964,114.1731796,30.8272438
He is pretty. She too is ugly.,pretty-ugly,n,pm,n,mf,25.56569672,18.44922543,122.3198929,37.63612366
He is ugly. She too is pretty.,pretty-ugly,n,mp,n,mf,21.60495758,15.44945526,122.8148575,35.0298996
He is not pretty. She too is pretty.,pretty-ugly,n,pp,y,mf,18.2974968,14.04550266,115.6619568,35.12303543
He is not ugly. She too is ugly.,pretty-ugly,n,mm,y,mf,16.13402557,12.16496372,115.7553787,37.45539474
He is not pretty. She too is ugly.,pretty-ugly,n,pm,y,mf,17.59952164,16.02756405,120.4868774,35.28055954
He is not ugly. She too is pretty.,pretty-ugly,n,mp,y,mf,18.17979431,15.66666222,119.324913,37.40708923
She is pretty. He too is pretty.,pretty-ugly,n,pp,n,fm,4.018756866,7.409537315,103.8821259,28.70833588
She is ugly. He too is ugly.,pretty-ugly,n,mm,n,fm,7.964130402,5.710978508,120.9287872,30.87498093
She is pretty. He too is ugly.,pretty-ugly,n,pm,n,fm,19.51497269,14.09850979,121.8257751,35.52575302
She is ugly. He too is pretty.,pretty-ugly,n,mp,n,fm,24.68360519,17.72979927,115.0173645,35.27986145
She is not pretty. He too is pretty.,pretty-ugly,n,pp,y,fm,16.43289185,12.55085564,99.02206421,37.28431702
She is not ugly. He too is ugly.,pretty-ugly,n,mm,y,fm,15.80926514,10.70193291,111.588028,37.80500793
She is not pretty. He too is ugly.,pretty-ugly,n,pm,y,fm,19.4712944,15.59527874,113.5800323,36.96172714
She is not ugly. He too is pretty.,pretty-ugly,n,mp,y,fm,18.77869415,18.01972675,114.3343277,38.81884384
He is ambitious. She too is ambitious.,ambitious-unambitious,y,pp,n,mf,2.67376709,6.600324631,118.4282761,31.97681808
He is unambitious. She too is unambitious.,ambitious-unambitious,y,mm,n,mf,4.011318207,4.752189636,182.9431305,37.26020432
He is ambitious. She too is unambitious.,ambitious-unambitious,y,pm,n,mf,11.18161011,10.41044712,162.5054779,41.81453705
He is unambitious. She too is ambitious.,ambitious-unambitious,y,mp,n,mf,7.437755585,10.21414852,169.1233826,38.67448425
He is not ambitious. She too is ambitious.,ambitious-unambitious,y,pp,y,mf,19.36970139,15.76239777,122.7886276,39.73804092
He is not unambitious. She too is unambitious.,ambitious-unambitious,y,mm,y,mf,9.858505249,11.27703953,202.9525604,43.36133575
He is not ambitious. She too is unambitious.,ambitious-unambitious,y,pm,y,mf,7.858985901,24.81812716,169.4568787,43.4731636
He is not unambitious. She too is ambitious.,ambitious-unambitious,y,mp,y,mf,7.464332581,24.3482852,174.6261902,41.41434479
She is ambitious. He too is ambitious.,ambitious-unambitious,y,pp,n,fm,2.511455536,5.561061859,118.2271042,32.13904572
She is unambitious. He too is unambitious.,ambitious-unambitious,y,mm,n,fm,5.095359802,3.757295609,186.5617371,38.77766418
She is ambitious. He too is unambitious.,ambitious-unambitious,y,pm,n,fm,11.36585236,9.999626637,157.2385712,41.78523254
She is unambitious. He too is ambitious.,ambitious-unambitious,y,mp,n,fm,7.962684631,9.462839127,158.9178772,40.33768845
She is not ambitious. He too is ambitious.,ambitious-unambitious,y,pp,y,fm,20.73225784,14.64732361,119.7601547,40.75497437
She is not unambitious. He too is unambitious.,ambitious-unambitious,y,mm,y,fm,10.97881699,10.22246933,189.5108948,44.87849426
She is not ambitious. He too is unambitious.,ambitious-unambitious,y,pm,y,fm,9.544994354,24.22095442,170.4759674,43.86651611
She is not unambitious. He too is ambitious.,ambitious-unambitious,y,mp,y,fm,7.440307617,23.74211836,164.0865479,42.67478943
He is hardworking. She too is hardworking.,hardworking-lazy,n,pp,n,mf,3.477355957,6.924767494,153.9302368,34.69404984
He is lazy. She too is lazy.,hardworking-lazy,n,mm,n,mf,5.574935913,7.056192398,119.3764725,31.1907444
He is hardworking. She too is lazy.,hardworking-lazy,n,pm,n,mf,23.77769089,12.25116348,142.638092,41.46952438
He is lazy. She too is hardworking.,hardworking-lazy,n,mp,n,mf,18.09365463,14.50056124,137.400116,40.26989746
He is not hardworking. She too is hardworking.,hardworking-lazy,n,pp,y,mf,12.88405609,11.26568508,154.2261658,41.04001236
He is not lazy. She too is lazy.,hardworking-lazy,n,mm,y,mf,15.98689651,12.06786728,123.1970367,37.34661865
He is not hardworking. She too is lazy.,hardworking-lazy,n,pm,y,mf,17.60461044,21.27282429,152.5871429,41.7747345
He is not lazy. She too is hardworking.,hardworking-lazy,n,mp,y,mf,15.53157806,22.63178635,151.3980103,39.19111252
She is hardworking. He too is hardworking.,hardworking-lazy,n,pp,n,fm,3.109764099,5.462238312,156.0507965,34.24346542
She is lazy. He too is lazy.,hardworking-lazy,n,mm,n,fm,6.610191345,5.839426041,110.2828445,31.65885544
She is hardworking. He too is lazy.,hardworking-lazy,n,pm,n,fm,21.77866745,10.51682568,152.8555756,40.7170105
She is lazy. He too is hardworking.,hardworking-lazy,n,mp,n,fm,20.0353508,15.81467676,137.3035126,40.9291153
She is not hardworking. He too is hardworking.,hardworking-lazy,n,pp,y,fm,13.62544632,10.25956345,149.7773895,41.00538254
She is not lazy. He too is lazy.,hardworking-lazy,n,mm,y,fm,17.64191437,10.80078697,114.3239746,37.61450958
She is not hardworking. He too is lazy.,hardworking-lazy,n,pm,y,fm,17.48794556,18.81877995,147.258255,41.86788559
She is not lazy. He too is hardworking.,hardworking-lazy,n,mp,y,fm,17.75944519,22.97051573,154.6718903,40.02359772
